index,participant_code,utterance
621,04-1,and clean the fireplace.
622,04-1,and do all kinds of things like.
623,04-1,"that Uh, then one day they are invited to a ball, a royal ball, and , um, the daughters."
624,04-1,"and the stepmother get all dressed up and all fancy,."
625,04-1,but Cinderella is told.
626,04-1,that she may not go.
627,04-1,"She has, she has to do chores at home instead."
628,04-1,"while the stepmother and the daughters, her daughters are gone, uh, Cinderella finds out."
629,04-1,"that she has a fairy godmother,."
630,04-1,"and the fairy godmother, uh, gets her all dressed."
631,04-1,"and has these little helpers, little, they look like little mice helpers,."
632,04-1,"and she, um, makes a beautiful dress for Cinderella,."
633,04-1,and Cinderella goes.
634,04-1,"and they, they take a pumpkin."
635,04-1,and the pumpkin becomes a beautiful um coach.
636,04-1,"And the um little critters become horses,."
637,04-1,"and they take her to the ball,."
638,04-1,"and she dances with the the the handsome prince,."
639,04-1,and then she knows she has to be back by midnight.
640,04-1,or the the coach will turn into a pumpkin again.
641,04-1,"So she quickly leaves the the ball at midnight,."
642,04-1,"as she leaves, uh one of her glass slippers comes off."
643,04-1,"and the prince wants to find her, and his clue is the glass slipper."
644,04-1,So he goes.
645,04-1,Throughout the kingdom.
646,04-1,"and to find the girl who fits the glass slipper,."
647,04-1,"and he, the, the stepdaughters tried, they're hoping."
648,04-1,that they'll fit into the slipper.
649,04-1,"because they want to marry the handsome prince, but ,."
650,04-1,"and they, they try to pretend."
651,04-1,"that Cinderella really doesn't need to try it on,."
652,04-1,"but she does,."
653,04-1,"and it fits her, and she."
654,04-1,and the prince marry.
655,04-1,and live happily ever after.
656,wright01a,Is this a story about Cinderella.
657,wright01a,Who was kind um.
658,wright01a,And girl.
659,wright01a,And she had a stepmother and two stepsisters.
660,wright01a,"That she was in the His family and everything,."
661,wright01a,but the stepmother treated the stepsisters very good.
662,wright01a,and treated her very bad.
663,wright01a,"I mean, she had to clean everything."
664,wright01a,"She had, All the work."
665,wright01a,"and she was just treated like, Oh, good."
666,wright01a,"so anyway, that 's the way it went all the time."
667,wright01a,It was continual.
668,wright01a,"Nothing she could do about it,."
669,wright01a,"but she enjoyed the, the animals."
670,wright01a,"You know, the dog and the cat."
671,wright01a,Mouse and She was just a very nice young lady.
672,wright01a,She's supposed.
673,wright01a,"And then, um, There was a ball coming up."
674,wright01a,"that they were all invited to, the whole family."
675,wright01a,"And um,."
676,wright01a,But the stepmother Wouldn't let her go.
677,wright01a,She said she had to stay home.
678,wright01a,and clean the fireplace.
679,wright01a,Do chores.
680,wright01a,because she could not go.
681,wright01a,"So , why the step, the stepmother."
682,wright01a,and the two stepsisters were getting all ready to go.
683,wright01a,and got all new dresses and jewelry.
684,wright01a,"and , You know, we're getting all ready to go to it."
685,wright01a,She got really sad.
686,wright01a,"She was very sad, very, very sad."
687,wright01a,"So , the stepmom."
688,wright01a,and the two stepsisters left.
689,wright01a,"To go to the ball, and this was a prince's ball."
690,wright01a,It was actually a king's ball.
691,wright01a,"And , uh,."
692,wright01a,So she went outside.
693,wright01a,and I believe she's probably.
694,wright01a,Like a fairy godmother came along.
695,wright01a,and was sitting out in the garden.
696,wright01a,I was talking to her?
697,wright01a,"and says, Do you wanna go?"
698,wright01a,We'll make it.
699,wright01a,so you can go.
700,wright01a,"And everything, I'll I'll fix."
701,wright01a,"What Anyway,."
702,wright01a,"So she Pointing her one at Cinderella,."
703,wright01a,and she had this beautiful dress that Beautiful shoes and her hair.
704,wright01a,I can't think of what that thing is.
705,wright01a,Tiara.
706,wright01a,And everything.
707,wright01a,"and then she, they went outside."
708,wright01a,and they turned the.
709,wright01a,Mice and pumpkins into this great big beautiful carriage with horses.
710,wright01a,and Everything for her to go.
711,wright01a,So she got in the carriage and uh.
712,wright01a,"But the fairy godmother said, you have to be back."
713,wright01a,By 12 midnight Yeah.
714,wright01a,Don't be late.
715,wright01a,You have to be back.
716,wright01a,"She said, OK, I won't, I won't."
717,wright01a,She was all excited.
718,wright01a,She looks so beautiful.
719,wright01a,"And , um, She went out to the ball at the king's palace and all that ,."
720,wright01a,and then she met the prince.
721,wright01a,They danced.
722,wright01a,"and they just really, really liked each other very, very much in it."
723,wright01a,So she was out dancing.
724,wright01a,"and talking to him and stuff like that ,."
725,wright01a,and then it rang at 12 midnight.
726,wright01a,"She said, I gotta go."
727,wright01a,I gotta go.
728,wright01a,"And he said, don't go, don't go, I don't want you to go."
729,wright01a,"And she, you know, ran down the steps to get to her, you know, coach."
730,wright01a,And she dropped one shoe.
731,wright01a,They were like glass slippers.
732,wright01a,She dropped one.
733,wright01a,"and he picked it up and then she was gone, you know, I mean, she had to,."
734,wright01a,And turned back to normal And she was just To herself.
735,wright01a,while she was doing her chores.
736,wright01a,"and , Thinking about."
737,wright01a,"that , talk to your little animals."
738,wright01a,and stuff.
739,wright01a,Everything came knock.
740,wright01a,It was the prince and then.
741,wright01a,From the palace.
742,wright01a,"And , uh, They, uh They were looking around to see, they were going all over the town looking for whoever this shoe should belong to."
743,wright01a,"You know, the glass slipper actually."
744,wright01a,"And , uh, they were trying it on everybody."
745,wright01a,"and , of course, they tried it on the stepsisters."
746,wright01a,"and they had all these, you know, there's no way they could cram their foot in there,."
747,wright01a,"and they, it didn't fit either one of them and ,."
748,wright01a,"And then they said, well, then who was she, you know."
749,wright01a,"There's nothing, you don't have to do it for ,."
750,wright01a,"And he said, no, we're going to try everybody."
751,wright01a,"So she sat down, he tried on the slipper, the prince tried on the slipper."
752,wright01a,They were just astounded.
753,wright01a,"They're all going to have a stroke or something, you know, but anyway,."
754,wright01a,so he found his princess.
755,wright01a,and she found her prince.
756,wright01a,"and , They got married and no tablet."
757,neural15-1,OK.
758,neural15-1,When Cinderella was a young girl.
759,neural15-1,"Her mother had passed away,."
760,neural15-1,so her father Decided to marry.
761,neural15-1,"Who, a woman who became her stepmother, who also had two daughters that would be her stepsisters."
762,neural15-1,"And they had a, a mean old cat."
763,neural15-1,"Uh,."
764,neural15-1,"so , Cinderella moved in and then."
765,neural15-1,"as they grew up, the stepsisters made Cinderella do all the, the dirty chores."
766,neural15-1,"She had to clean the floors, they had to clean the chimney, everything like."
767,neural15-1,"So she, Uh, was not happy,."
768,neural15-1,but she did her job.
769,neural15-1,She wanted to keep her dad happy.
770,neural15-1,"because , you know, he had already lost one wife."
771,neural15-1,"So , one day in the castle, The king was talking to his right-hand man."
772,neural15-1,"Uh,."
773,neural15-1,and told him.
774,neural15-1,"that he wanted his son to get married,."
775,neural15-1,so he would have an heir to the throne.
776,neural15-1,"So the, uh, Right-hand man, which I can't remember the title for, I'm just calling him the right-hand man, went."
777,neural15-1,"Uh, to all the houses in the village."
778,neural15-1,and gave them an invitation to a grand ball.
779,neural15-1,"Uh For all the people, all the girls, eligible bachelorettes to go to, uh, the ball, of course, being escorted by their parents."
780,neural15-1,"Well, uh, Cinderella read the letter over her stepmother's shoulder."
781,neural15-1,and got excited.
782,neural15-1,"because she thought, wow, I can go and I can be part of this thing."
783,neural15-1,"Well, her stepsisters didn't exactly like."
784,neural15-1,"So , Cinderella went."
785,neural15-1,"and got it, started to, to make a dress."
786,neural15-1,"She, the, she had the mice."
787,neural15-1,that were making dresses for her because hers wasn't very pretty.
788,neural15-1,and she wanted a pretty dress.
789,neural15-1,"So , they made her a pretty dress."
790,neural15-1,And Uh The night of the ball.
791,neural15-1,came.
792,neural15-1,and she put on her pretty dress.
793,neural15-1,"and went to where her mother, her stepmother."
794,neural15-1,and her stepsisters were waiting.
795,neural15-1,And they were not happy.
796,neural15-1,The step sisters were not happy.
797,neural15-1,that Cinderella was even thinking.
798,neural15-1,about going.
799,neural15-1,"So , they ripped her dress."
800,neural15-1,"and ripped her necklace, took her, messed up her hair."
801,neural15-1,"and said, you can't go."
802,neural15-1,"Uh, so After."
803,neural15-1,"that , Cinderella went out into the garden."
804,neural15-1,and she was crying.
805,neural15-1,because she really wanted to go.
806,neural15-1,and she felt betrayed.
807,neural15-1,"So , all of a sudden, up pops her fairy godmother."
808,neural15-1,"And her fairy godmother says, well, I can solve your problem."
809,neural15-1,"We'll make a magic dress,."
810,neural15-1,and she waves a magic wand.
811,neural15-1,She has a beautiful dress.
812,neural15-1,"She waves a magic wand, turns a pumpkin and all the mice into a chariot and the footman and everything like this."
